"Time of Day","Process Name","PID","Operation","Path","Result","Detail","TID"
"6:50:08.1028053 PM","banload1.exe","2664","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Config\Default\WeakSHA1AllSha256Allow","NAME NOT FOUND","Length: 12","2372"
"6:50:08.1028135 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\WeakRSAThirdPartyFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1028230 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\Default\WeakRSAThirdPartyFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1028318 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\WeakRSAAllFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1028397 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\Default\WeakRSAAllFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1028495 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\WeakDSAThirdPartyFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1028585 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\Default\WeakDSAThirdPartyFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1028668 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\WeakDSAAllFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1028748 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\Default\WeakDSAAllFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1028847 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\WeakECDSAThirdPartyFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1028928 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\Default\WeakECDSAThirdPartyFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1029011 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\WeakECDSAAllFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1029092 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\Default\WeakECDSAAllFlags","NAME NOT FOUND","Length: 16","2372"
"6:50:08.1029196 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\Default","SUCCESS","","2372"
"6:50:08.1029276 PM","banload1.exe","2664","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI\Config","SUCCESS","","2372"
"6:50:08.1029348 PM","banload1.exe","2664","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI\Config\Default","SUCCESS","","2372"
"6:50:08.1029488 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1029559 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: Name","2372"
"6:50:08.1029694 PM","banload1.exe","2664","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Cryptography\OID","SUCCESS","Desired Access: Read","2372"
"6:50:08.1029806 PM","banload1.exe","2664","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","2372"
"6:50:08.1029906 PM","banload1.exe","2664","RegEnumKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID","SUCCESS","Index: 0, Name: EncodingType 0","2372"
"6:50:08.1030061 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1030141 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0","SUCCESS","Desired Access: Read","2372"
"6:50:08.1030313 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1030387 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv","SUCCESS","Desired Access: Read","2372"
"6:50:08.1030487 PM","banload1.exe","2664","RegEnumKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv","SUCCESS","Index: 0, Name: #16","2372"
"6:50:08.1030631 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1030704 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv\#16","SUCCESS","Desired Access: Read","2372"
"6:50:08.1030811 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv\#16","SUCCESS","Query: Cached, SubKeys: 0, Values: 2","2372"
"6:50:08.1030916 PM","banload1.exe","2664","RegEnumValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv\#16","SUCCESS","Index: 0, Name: Dll, Type: REG_SZ, Length: 66, Data: C:\Windows\SysWOW64\cryptnet.dll","2372"
"6:50:08.1031014 PM","banload1.exe","2664","RegEnumValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv\#16","SUCCESS","Index: 1, Name: FuncName, Type: REG_SZ, Length: 36, Data: LdapProvOpenStore","2372"
"6:50:08.1031183 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv\#16","SUCCESS","","2372"
"6:50:08.1031262 PM","banload1.exe","2664","RegEnumKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv","SUCCESS","Index: 1, Name: Ldap","2372"
"6:50:08.1031399 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1031472 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv\Ldap","SUCCESS","Desired Access: Read","2372"
"6:50:08.1031570 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv\Ldap","SUCCESS","Query: Cached, SubKeys: 0, Values: 2","2372"
"6:50:08.1031658 PM","banload1.exe","2664","RegEnumValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv\Ldap","SUCCESS","Index: 0, Name: Dll, Type: REG_SZ, Length: 66, Data: C:\Windows\SysWOW64\cryptnet.dll","2372"
"6:50:08.1031746 PM","banload1.exe","2664","RegEnumValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv\Ldap","SUCCESS","Index: 1, Name: FuncName, Type: REG_SZ, Length: 36, Data: LdapProvOpenStore","2372"
"6:50:08.1031889 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv\Ldap","SUCCESS","","2372"
"6:50:08.1031962 PM","banload1.exe","2664","RegEnumKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv","NO MORE ENTRIES","Index: 2, Length: 288","2372"
"6:50:08.1032054 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CertDllOpenStoreProv","SUCCESS","","2372"
"6:50:08.1032126 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0","SUCCESS","","2372"
"6:50:08.1032197 PM","banload1.exe","2664","RegEnumKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID","SUCCESS","Index: 1, Name: EncodingType 1","2372"
"6:50:08.1032326 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1032400 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 1","SUCCESS","Desired Access: Read","2372"
"6:50:08.1032540 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 1","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1032611 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 1\CertDllOpenStoreProv","NAME NOT FOUND","Desired Access: Read","2372"
"6:50:08.1032758 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 1","SUCCESS","","2372"
"6:50:08.1032828 PM","banload1.exe","2664","RegEnumKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID","NO MORE ENTRIES","Index: 2, Length: 288","2372"
"6:50:08.1032917 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID","SUCCESS","","2372"
"6:50:08.1033876 PM","banload1.exe","2664","RegOpenKey","HKU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","2372"
"6:50:08.1034035 PM","banload1.exe","2664","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1034105 PM","banload1.exe","2664","RegQueryKey","HKU","SUCCESS","Query: Name","2372"
"6:50:08.1034214 PM","banload1.exe","2664","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","2372"
"6:50:08.1034378 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1034451 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: Name","2372"
"6:50:08.1034571 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Microsoft\SystemCertificates\CA\PhysicalStores","NAME NOT FOUND","Desired Access: Read","2372"
"6:50:08.1034721 PM","banload1.exe","2664","RegCloseKey","HKCU","SUCCESS","","2372"
"6:50:08.1035031 PM","banload1.exe","2664","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1035099 PM","banload1.exe","2664","RegQueryKey","HKU","SUCCESS","Query: Name","2372"
"6:50:08.1035209 PM","banload1.exe","2664","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","2372"
"6:50:08.1035355 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1035425 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: Name","2372"
"6:50:08.1035571 PM","banload1.exe","2664","RegCreateKey","HKCU\Software\Microsoft\SystemCertificates\CA","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1036201 PM","banload1.exe","2664","RegSetInfoKey","HKCU\Software\Microsoft\SystemCertificates\CA","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","2372"
"6:50:08.1036281 PM","banload1.exe","2664","RegCloseKey","HKCU","SUCCESS","","2372"
"6:50:08.1036360 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Microsoft\SystemCertificates\CA","SUCCESS","","2372"
"6:50:08.1036851 PM","banload1.exe","2664","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1036922 PM","banload1.exe","2664","RegQueryKey","HKU","SUCCESS","Query: Name","2372"
"6:50:08.1037032 PM","banload1.exe","2664","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","2372"
"6:50:08.1037165 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1037249 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: Name","2372"
"6:50:08.1037370 PM","banload1.exe","2664","RegCreateKey","HKCU\Software\Microsoft\SystemCertificates\CA","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1037566 PM","banload1.exe","2664","RegSetInfoKey","HKCU\Software\Microsoft\SystemCertificates\CA","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","2372"
"6:50:08.1037642 PM","banload1.exe","2664","RegCloseKey","HKCU","SUCCESS","","2372"
"6:50:08.1037773 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\CA","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1037847 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Microsoft\SystemCertificates\CA","SUCCESS","Desired Access: Read","2372"
"6:50:08.1037976 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\CA","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1038055 PM","banload1.exe","2664","RegCreateKey","HKCU\Software\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1038437 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1038526 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1038636 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","","2372"
"6:50:08.1038748 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\CA","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1038823 PM","banload1.exe","2664","RegCreateKey","HKCU\Software\Microsoft\SystemCertificates\CA\CRLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1038992 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\CA\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1039092 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\CA\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1039182 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Microsoft\SystemCertificates\CA\CRLs","SUCCESS","","2372"
"6:50:08.1039288 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\CA","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1039361 PM","banload1.exe","2664","RegCreateKey","HKCU\Software\Microsoft\SystemCertificates\CA\CTLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1040024 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\CA\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1040109 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\CA\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1040200 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Microsoft\SystemCertificates\CA\CTLs","SUCCESS","","2372"
"6:50:08.1040278 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Microsoft\SystemCertificates\CA","SUCCESS","","2372"
"6:50:08.1040625 PM","banload1.exe","2664","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1040696 PM","banload1.exe","2664","RegQueryKey","HKU","SUCCESS","Query: Name","2372"
"6:50:08.1040808 PM","banload1.exe","2664","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","2372"
"6:50:08.1040941 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1041009 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: Name","2372"
"6:50:08.1041118 PM","banload1.exe","2664","RegOpenKey","HKCU","SUCCESS","Desired Access: Read","2372"
"6:50:08.1041214 PM","banload1.exe","2664","RegCloseKey","HKCU","SUCCESS","","2372"
"6:50:08.1041322 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1041390 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: Name","2372"
"6:50:08.1041506 PM","banload1.exe","2664","RegCreateKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1041730 PM","banload1.exe","2664","RegSetInfoKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","2372"
"6:50:08.1041846 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1041922 PM","banload1.exe","2664","RegCreateKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1042125 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1042215 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1042305 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","","2372"
"6:50:08.1042414 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1042488 PM","banload1.exe","2664","RegCreateKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\CRLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1042649 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1042733 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1042822 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\CRLs","SUCCESS","","2372"
"6:50:08.1042928 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1043002 PM","banload1.exe","2664","RegCreateKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\CTLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1043177 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1043262 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1043352 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA\CTLs","SUCCESS","","2372"
"6:50:08.1043426 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\CA","SUCCESS","","2372"
"6:50:08.1043784 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1043853 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: Name","2372"
"6:50:08.1043985 PM","banload1.exe","2664","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\SystemCertificates\CA\PhysicalStores","REPARSE","Desired Access: Read","2372"
"6:50:08.1044123 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\PhysicalStores","NAME NOT FOUND","Desired Access: Read","2372"
"6:50:08.1044312 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1044382 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: Name","2372"
"6:50:08.1044502 PM","banload1.exe","2664","RegCreateKey","HKLM\Software\WOW6432Node\Microsoft\SystemCertificates\CA","REPARSE","Desired Access: Read/Write, Delete","2372"
"6:50:08.1044673 PM","banload1.exe","2664","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1044823 PM","banload1.exe","2664","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","2372"
"6:50:08.1044918 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA","SUCCESS","","2372"
"6:50:08.1045070 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1045140 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: Name","2372"
"6:50:08.1045262 PM","banload1.exe","2664","RegCreateKey","HKLM\Software\WOW6432Node\Microsoft\SystemCertificates\CA","REPARSE","Desired Access: Read/Write, Delete","2372"
"6:50:08.1045419 PM","banload1.exe","2664","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1045552 PM","banload1.exe","2664","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","2372"
"6:50:08.1045673 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1045747 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA","SUCCESS","Desired Access: Read","2372"
"6:50:08.1045873 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1045948 PM","banload1.exe","2664","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY","2372"
"6:50:08.1046129 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Query: Cached, SubKeys: 3, Values: 0","2372"
"6:50:08.1046215 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Query: Cached, SubKeys: 3, Values: 0","2372"
"6:50:08.1046307 PM","banload1.exe","2664","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Index: 0, Name: 109F1CAED645BB78B3EA2B94C0697C740733031C","2372"
"6:50:08.1046445 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1046518 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\Certificates\109F1CAED645BB78B3EA2B94C0697C740733031C","SUCCESS","Desired Access: Read","2372"
"6:50:08.1046648 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\Certificates\109F1CAED645BB78B3EA2B94C0697C740733031C\Blob","BUFFER OVERFLOW","Length: 12","2372"
"6:50:08.1046749 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\Certificates\109F1CAED645BB78B3EA2B94C0697C740733031C\Blob","BUFFER OVERFLOW","Length: 144","2372"
"6:50:08.1046892 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\Certificates\109F1CAED645BB78B3EA2B94C0697C740733031C\Blob","SUCCESS","Type: REG_BINARY, Length: 1,147, Data: 19 00 00 00 01 00 00 00 10 00 00 00 83 B6 53 18","2372"
"6:50:08.1047000 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\Certificates\109F1CAED645BB78B3EA2B94C0697C740733031C","SUCCESS","","2372"
"6:50:08.1047414 PM","banload1.exe","2664","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\CA\Certificates","SUCCESS","Index: 1, Name: D559A586669B08F46A30A133F8A9ED3D038E2EA8","2372"
